movieId,tmdbId,title_x,genres,director,top_cast
26198,27983,"Yours, Mine and Ours (1968)",Children Comedy,,
26386,12535,High Anxiety (1977),Comedy Thriller,,
26391,12637,"New York, New York (1977)",Drama Musical Romance,,
26492,15301,Twilight Zone: The Movie (1983),Fantasy Horror Sci-Fi Thriller,,
26528,17663,Anne of Green Gables (1985),Children Drama,,
26750,9588,Quigley Down Under (1990),Adventure Drama Western,,
26819,12088,Fortress (1992),Action Sci-Fi,,
27266,844,2046 (2004),Drama Fantasy Romance Sci-Fi,,
27408,10955,Ripley's Game (2002),Drama Thriller,,
27434,11056,Darkness (2002),Horror Mystery,,
27537,10981,Nothing (2003),Comedy Fantasy Mystery Sci-Fi,,
27618,10077,"Sound of Thunder, A (2005)",Action Adventure Drama Sci-Fi Thriller,,
27644,38970,Remember Me (Ricordati di me) (2003),Comedy Drama Romance,,
27664,12703,"Brown Bunny, The (2003)",Drama,,
27674,9282,11:14 (2003),Comedy Crime Drama Mystery Thriller,,
27721,2841,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama Mystery Romance War,,
27773,670,Old Boy (2003),Mystery Thriller,,
27788,9667,"Jacket, The (2005)",Drama Mystery Sci-Fi Thriller,,
27803,1913,"Sea Inside, The (Mar adentro) (2004)",Drama,,
27808,2539,Spanglish (2004),Comedy Drama Romance,,
27815,5528,"Chorus, The (Choristes, Les) (2004)",Drama,,
27816,10105,Saints and Soldiers (2003),Action Adventure Drama War,,
27821,179,"Interpreter, The (2005)",Drama Thriller,,
27822,83,Open Water (2003),Drama Thriller,,
27830,24747,"Bobby Jones, Stroke of Genius (2004)",Drama,,
27831,4836,Layer Cake (2004),Crime Drama Thriller,,
27834,11190,"Return, The (Vozvrashcheniye) (2003)",Drama,,
27837,11866,Flight of the Phoenix (2004),Action Adventure,,
27838,12281,Mean Creek (2004),Drama Thriller,,
27839,10320,"Ring Two, The (2005)",Drama Horror Mystery Thriller,,
27869,11658,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),Action Drama War,,
27882,291,Riding Giants (2004),Documentary,,
27899,8357,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),Comedy Documentary Drama,,
27904,3509,"Scanner Darkly, A (2006)",Animation Drama Mystery Sci-Fi Thriller,,
30707,70,Million Dollar Baby (2004),Drama,,
30749,205,Hotel Rwanda (2004),Drama War,,
30793,118,Charlie and the Chocolate Factory (2005),Adventure Children Comedy Fantasy IMAX,,
30810,421,"Life Aquatic with Steve Zissou, The (2004)",Adventure Comedy Fantasy,,
30812,2567,"Aviator, The (2004)",Drama,,
30816,9833,"Phantom of the Opera, The (2004)",Drama Musical Romance,,
30818,6478,Beyond the Sea (2004),Drama Musical,,
30822,1901,In Good Company (2004),Comedy Drama,,
30825,693,Meet the Fockers (2004),Comedy,,
30850,11162,"Merchant of Venice, The (2004)",Drama,,
30883,15045,Fat Albert (2004),Comedy Fantasy,,
30894,11804,White Noise (2005),Drama Horror Mystery Sci-Fi Thriller,,
30898,11354,"Upside of Anger, The (2005)",Comedy Drama Romance,,
31114,25350,Imaginary Heroes (2004),Comedy Drama,,
31221,9947,Elektra (2005),Action Adventure Crime Drama,,
31223,6439,Racing Stripes (2005),Children Comedy,,
31225,7214,Coach Carter (2005),Drama,,
31410,613,"Downfall (Untergang, Der) (2004)",Drama War,,
31420,8978,Assault on Precinct 13 (2005),Action Crime Drama Thriller,,
31422,11637,Are We There Yet? (2005),Children Comedy,,
31424,12142,Alone in the Dark (2005),Action Horror Sci-Fi Thriller,,
31427,11096,Hide and Seek (2005),Horror Mystery Thriller,,
31431,8968,Boogeyman (2005),Drama Horror Mystery Thriller,,
31433,6961,"Wedding Date, The (2005)",Comedy Romance,,
31658,4935,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure Animation Fantasy Romance,,
31660,8953,Steamboy (Suchîmubôi) (2004),Action Animation Drama Sci-Fi,,
31685,8488,Hitch (2005),Comedy Romance,,
31694,57825,Bride & Prejudice (2004),Comedy Musical Romance,,
31698,10214,Son of the Mask (2005),Adventure Children Comedy Fantasy,,
31700,17880,Because of Winn-Dixie (2005),Children Comedy Drama,,
31804,3040,Night Watch (Nochnoy dozor) (2004),Action Fantasy Horror Mystery Sci-Fi Thriller,,
31867,13498,Man of the House (2005),Action Comedy,,
31878,9470,Kung Fu Hustle (Gong fu) (2004),Action Comedy,,
32009,16186,Tyler Perry's Diary of a Mad Black Woman (2005),Comedy Drama Romance,,
32011,10012,Cursed (2005),Horror Thriller,,
32017,10022,"Pacifier, The (2005)",Action Comedy,,
32019,4551,Be Cool (2005),Comedy Crime Musical,,
32029,2026,Hostage (2005),Action Crime Drama Thriller,,
32031,9928,Robots (2005),Adventure Animation Children Comedy Fantasy Sci-Fi IMAX,,
32234,42222,Julia (1977),Drama,,
32289,13374,Ice Princess (2005),Children Comedy Drama,,
32296,10040,Miss Congeniality 2: Armed and Fabulous (2005),Adventure Comedy Crime,,
32298,11638,Guess Who (2005),Comedy Romance,,
32300,540,D.E.B.S. (2004),Action Comedy,,
32314,48463,Incident at Loch Ness (2004),Adventure Comedy Documentary,,
32584,17113,"Ballad of Jack and Rose, The (2005)",Drama,,
32587,187,Sin City (2005),Action Crime Film-Noir Mystery Thriller,,
32589,14177,Beauty Shop (2005),Comedy,,
32596,7364,Sahara (2005),Action Adventure Comedy,,
32598,11431,Fever Pitch (2005),Comedy Romance,,
33004,7453,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure Comedy Sci-Fi,,
33085,10065,"Amityville Horror, The (2005)",Horror Thriller,,
33145,8976,"Lot Like Love, A (2005)",Comedy Drama Romance,,
33148,27360,King's Ransom (2005),Comedy Crime,,
33158,11679,xXx: State of the Union (2005),Action Crime Thriller,,
33162,1495,Kingdom of Heaven (2005),Action Drama Romance War,,
33164,10066,House of Wax (2005),Horror Thriller,,
33166,1640,Crash (2004),Crime Drama,,
33421,10913,Dear Wendy (2005),Drama,,
33437,10027,Unleashed (Danny the Dog) (2005),Action Crime Drama Thriller,,
33493,1895,Star Wars: Episode III - Revenge of the Sith (2005),Action Adventure Sci-Fi,,
33495,9981,Kicking & Screaming (2005),Comedy,,
33499,4379,Monster-in-Law (2005),Comedy Romance,,
33615,953,Madagascar (2005),Adventure Animation Children Comedy,,
33629,13064,Airborne (1993),Adventure Comedy,,
33639,14358,Mad Hot Ballroom (2005),Children Documentary,,
33646,9291,"Longest Yard, The (2005)",Comedy Drama,,
33649,19316,Saving Face (2004),Comedy Drama Romance,,
33660,921,Cinderella Man (2005),Drama Romance,,
33669,9779,"Sisterhood of the Traveling Pants, The (2005)",Adventure Comedy Drama,,
33672,9787,Lords of Dogtown (2005),Action Comedy Drama,,
33679,787,Mr. & Mrs. Smith (2005),Action Adventure Comedy Romance,,
33681,14199,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",Action Adventure Children Fantasy,,
33683,10226,High Tension (Haute tension) (Switchblade Romance) (2003),Horror Thriller,,
33725,12109,It's All Gone Pete Tong (2004),Comedy Drama Musical,,
33781,11620,Quo Vadis (1951),Drama Romance,,
33794,272,Batman Begins (2005),Action Crime IMAX,,
33815,15648,"Perfect Man, The (2005)",Comedy Drama Romance,,
33826,25248,Saint Ralph (2004),Comedy Drama,,
33830,11451,Herbie: Fully Loaded (2005),Adventure Comedy Romance,,
33834,11683,Land of the Dead (2005),Action Horror Thriller,,
33838,2287,Rize (2005),Documentary,,
33880,1382,Me and You and Everyone We Know (2005),Comedy Drama,,
34048,74,War of the Worlds (2005),Action Adventure Sci-Fi Thriller,,
34072,1667,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary,,
34143,9009,Dark Water (2005),Drama Horror Thriller,,
34153,14278,Murderball (2005),Documentary,,
34271,10476,Hustle & Flow (2005),Crime Drama,,
34319,1635,"Island, The (2005)",Action Sci-Fi Thriller,,
34323,1696,"Devil's Rejects, The (2005)",Action Crime Horror,,
34332,11459,Sky High (2005),Action Adventure Children Comedy,,
34334,10048,Stealth (2005),Action Adventure Sci-Fi Thriller,,
34336,11648,Must Love Dogs (2005),Comedy Romance,,
34405,16320,Serenity (2005),Action Adventure Sci-Fi,,
34520,6519,"Dukes of Hazzard, The (2005)",Action Adventure Comedy,,
34523,13919,The Chumscrubber (2005),Comedy Drama,,
34530,11453,Deuce Bigalow: European Gigolo (2005),Comedy,,
34532,9913,"Skeleton Key, The (2005)",Drama Horror Mystery Thriller,,
34534,8292,Four Brothers (2005),Action Crime Drama,,
34536,13922,The Great Raid (2005),Action Drama War,,
35015,15907,Duma (2005),Adventure Drama,,
35836,6957,"40-Year-Old Virgin, The (2005)",Comedy Romance,,
35957,11460,Red Eye (2005),Horror Thriller,,
36397,14175,Valiant (2005),Adventure Animation Children Comedy Fantasy War,,
36401,4442,"Brothers Grimm, The (2005)",Comedy Fantasy Horror Thriller,,
36509,9042,"Cave, The (2005)",Action Adventure Horror Mystery Sci-Fi Thriller,,
36517,1985,"Constant Gardener, The (2005)",Drama Thriller,,
36519,9335,Transporter 2 (2005),Action Crime Thriller,,
36525,9007,Just Like Heaven (2005),Comedy Fantasy Romance,,
36529,1830,Lord of War (2005),Action Crime Drama Thriller War,,
36533,10092,Cry_Wolf (a.k.a. Cry Wolf) (2005),Drama Horror Mystery Thriller,,
36537,1546,Thumbsucker (2005),Comedy Drama,,
37380,8814,Doom (2005),Action Horror Sci-Fi,,
37382,9923,Domino (2005),Crime Drama Thriller,,
37384,7553,Waiting... (2005),Comedy,,
37386,8202,Aeon Flux (2005),Action Sci-Fi,,
37475,1947,"Unfinished Life, An (2005)",Drama,,
37477,9074,"Man, The (2005)",Action Comedy Crime,,
37720,8643,"Exorcism of Emily Rose, The (2005)",Crime Drama Horror Thriller,,
37727,9315,Flightplan (2005),Action Drama Thriller,,
37729,3933,Corpse Bride (2005),Animation Comedy Fantasy Musical Romance,,
37733,59,"History of Violence, A (2005)",Action Crime Drama Thriller,,
37736,257,Oliver Twist (2005),Drama,,
37739,15487,"Greatest Game Ever Played, The (2005)",Drama,,
37741,398,Capote (2005),Crime Drama,,
37844,14544,Roll Bounce (2005),Comedy Drama Romance,,
37853,11968,Into the Blue (2005),Action Adventure Crime Thriller,,
37857,14517,MirrorMask (2005),Adventure Children Drama Fantasy,,
38038,533,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure Animation Children Comedy,,
38061,5236,Kiss Kiss Bang Bang (2005),Comedy Crime Mystery Thriller,,
38388,9763,Goal! The Dream Begins (Goal!) (2005),Drama,,
38583,10017,"Wraith, The (1986)",Action Horror Sci-Fi Thriller,,
38886,10707,"Squid and the Whale, The (2005)",Comedy Drama,,
39183,142,Brokeback Mountain (2005),Drama Romance,,
39231,9621,Elizabethtown (2005),Comedy Drama Romance,,
39234,9701,North Country (2005),Drama,,
39292,3291,"Good Night, and Good Luck. (2005)",Crime Drama,,
39307,12920,Dreamer: Inspired by a True Story (2005),Children Drama,,
39381,16608,"Proposition, The (2005)",Crime Drama Western,,
39414,2610,Shopgirl (2005),Comedy Drama Romance,,
39435,1656,"Legend of Zorro, The (2005)",Action Adventure Drama Western,,
39444,6963,"Weather Man, The (2005)",Comedy Drama,,
39446,215,Saw II (2005),Horror Thriller,,
39869,1951,Manderlay (2005),Drama,,
40278,25,Jarhead (2005),Action Drama War,,
40339,9982,Chicken Little (2005),Action Adventure Animation Children Comedy Sci-Fi,,
40412,12877,Dead Man's Shoes (2004),Crime Thriller,,
40414,11661,Joyeux Noël (Merry Christmas) (2005),Drama War,,
40583,231,Syriana (2005),Drama Thriller,,
40614,8999,Derailed (2005),Drama Thriller,,
40629,4348,Pride & Prejudice (2005),Drama Romance,,
40732,9392,"Descent, The (2005)",Adventure Drama Horror Thriller,,
40815,674,Harry Potter and the Goblet of Fire (2005),Adventure Fantasy Thriller IMAX,,
40819,69,Walk the Line (2005),Drama Musical Romance,,
40826,1833,Rent (2005),Drama Musical Romance,,
40851,6795,Zathura (2005),Action Adventure Children Fantasy,,
40966,7548,"Libertine, The (2004)",Drama,,
41285,116,Match Point (2005),Crime Drama Romance,,
41566,411,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure Children Fantasy,,
41569,254,King Kong (2005),Action Adventure Drama Fantasy Thriller,,
41571,1904,Memoirs of a Geisha (2005),Drama Romance,,
41573,9043,"Family Stone, The (2005)",Comedy Drama Romance,,
41712,22908,"Room for Romeo Brass, A (1999)",Comedy Drama,,
41716,9515,"Matador, The (2005)",Comedy Drama Thriller,,
41724,29595,Wal-Mart: The High Cost of Low Price (2005),Documentary,,
41863,8053,"Three Burials of Melquiades Estrada, The (2006)",Adventure Crime Drama,,
41997,612,Munich (2005),Action Crime Drama Thriller,,
42002,9899,"Producers, The (2005)",Comedy Musical,,
42004,546,Transamerica (2005),Adventure Comedy Drama,,
42009,9641,Cheaper by the Dozen 2 (2005),Adventure Comedy,,
42011,7552,Fun with Dick and Jane (2005),Comedy Crime,,
42018,10773,Mrs. Henderson Presents (2005),Comedy Drama,,
42418,11400,"New World, The (2005)",Adventure Drama Romance,,
42632,4550,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime Drama Mystery Thriller,,
42638,16433,Grand Theft Parsons (2003),Comedy Drama,,
42718,10045,District 13 (Banlieue 13) (2004),Action Crime Sci-Fi,,
42723,1690,Hostel (2005),Horror,,
42725,9900,Grandma's Boy (2006),Comedy,,
42730,9918,Glory Road (2006),Drama,,
42732,17379,Last Holiday (2006),Comedy,,
42734,10982,Hoodwinked! (2005),Animation Children Comedy,,
42738,834,Underworld: Evolution (2006),Action Fantasy Horror,,
43333,7509,Water (2005),Drama Romance,,
43396,9912,"World's Fastest Indian, The (2005)",Drama,,
43419,1969,Bandidas (2006),Action Comedy Crime Western,,
43460,8435,Tristram Shandy: A Cock and Bull Story (2005),Comedy Drama,,
43558,11565,Big Momma's House 2 (2006),Action Comedy Crime,,
43560,11283,Nanny McPhee (2005),Children Comedy Fantasy,,
43679,9286,Final Destination 3 (2006),Horror Mystery Thriller,,
43708,292,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),Comedy Documentary,,
43744,1544,Imagine Me & You (2005),Comedy Drama Romance,,
43836,12096,"Pink Panther, The (2006)",Adventure Comedy Crime,,
43869,9975,Curious George (2006),Adventure Animation Children Comedy,,
43871,9754,Firewall (2006),Crime Drama Thriller,,
43904,10053,When a Stranger Calls (2006),Horror Thriller,,
43908,7515,London (2005),Drama,,
43914,14256,Winter Passing (2005),Drama,,
43917,9036,Eight Below (2006),Action Adventure Drama Romance,,
43919,10073,Date Movie (2006),Comedy Romance,,
43921,7304,Running Scared (2006),Action Crime Thriller,,
43928,9920,Ultraviolet (2006),Action Fantasy Sci-Fi Thriller,,
43930,10025,Just My Luck (2006),Comedy Romance,,
43932,9682,Pulse (2006),Action Drama Fantasy Horror Mystery Sci-Fi Thriller,,
43936,2207,16 Blocks (2006),Crime Thriller,,
44004,6877,Failure to Launch (2006),Comedy Romance,,
44022,950,Ice Age 2: The Meltdown (2006),Adventure Animation Children Comedy,,
44191,752,V for Vendetta (2006),Action Sci-Fi Thriller IMAX,,
44193,9655,She's the Man (2006),Comedy Romance,,
44195,9388,Thank You for Smoking (2006),Comedy Drama,,
44197,9950,Find Me Guilty (2006),Comedy Crime Drama,,
44199,388,Inside Man (2006),Crime Drama Thriller,,
44204,868,Tsotsi (2005),Crime Drama,,
44225,14191,Aquamarine (2006),Children Comedy Fantasy,,
44397,9792,"Hills Have Eyes, The (2006)",Drama Horror Thriller,,
44399,10067,"Shaggy Dog, The (2006)",Adventure Children Comedy Fantasy,,
44555,582,"Lives of Others, The (Das leben der Anderen) (2006)",Drama Romance Thriller,,
44613,12763,Take the Lead (2006),Drama,,
44665,186,Lucky Number Slevin (2006),Crime Drama Mystery,,
44694,219,Volver (2006),Comedy Drama,,
44709,13751,Akeelah and the Bee (2006),Drama,,
44731,10069,Stay Alive (2006),Horror Sci-Fi Thriller,,
44759,3093,Basic Instinct 2 (2006),Crime Drama Mystery Thriller,,
44828,9035,Slither (2006),Comedy Horror Sci-Fi,,
44840,9957,"Benchwarmers, The (2006)",Comedy,,
44849,9389,Renaissance (2006),Action Animation Film-Noir Sci-Fi Thriller,,
44864,8998,Friends with Money (2006),Comedy Drama Romance,,
44972,4257,Scary Movie 4 (2006),Comedy Horror,,
44974,2652,Hard Candy (2005),Drama Thriller,,
45028,9526,"Prairie Home Companion, A (2006)",Comedy Drama Musical,,
45062,5820,"Sentinel, The (2006)",Crime Drama Thriller,,
45081,588,Silent Hill (2006),Fantasy Horror Thriller,,
45106,9310,American Dreamz (2006),Comedy Drama,,
45183,8982,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",Action Comedy Crime Thriller,,
45186,956,Mission: Impossible III (2006),Action Adventure Thriller,,
45210,9829,United 93 (2006),Crime Drama,,
45221,10115,Stick It (2006),Comedy,,
45361,10008,"American Haunting, An (2005)",Drama Horror Mystery Thriller,,
45382,7870,Down in the Valley (2005),Drama Romance,,
45431,7518,Over the Hedge (2006),Adventure Animation Children Comedy,,
45442,503,Poseidon (2006),Action Adventure Thriller IMAX,,
45447,591,"Da Vinci Code, The (2006)",Drama Mystery Thriller,,
45499,36668,X-Men: The Last Stand (2006),Action Sci-Fi Thriller,,
45501,9767,"Break-Up, The (2006)",Comedy Drama Romance,,
45503,13689,Peaceful Warrior (2006),Drama,,
45517,920,Cars (2006),Animation Children Comedy,,
45666,9353,Nacho Libre (2006),Comedy,,
45668,2044,"Lake House, The (2006)",Drama Fantasy Romance,,
45672,9339,Click (2006),Adventure Comedy Drama Fantasy Romance,,
45720,350,"Devil Wears Prada, The (2006)",Comedy Drama,,
45722,58,Pirates of the Caribbean: Dead Man's Chest (2006),Action Adventure Fantasy,,
45726,1819,"You, Me and Dupree (2006)",Comedy,,
45728,2295,Clerks II (2006),Comedy,,
45730,9697,Lady in the Water (2006),Drama Fantasy Mystery,,
45732,4474,My Super Ex-Girlfriend (2006),Comedy Fantasy Romance,,
45880,1887,Marie Antoinette (2006),Drama Romance,,
45928,13508,Who Killed the Electric Car? (2006),Documentary,,
45950,1781,"Inconvenient Truth, An (2006)",Documentary,,
46062,10947,High School Musical (2006),Children Comedy Drama Musical Romance,,
46335,9615,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",Action Crime Drama Thriller,,
46337,9513,Garfield: A Tail of Two Kitties (2006),Animation Children Comedy,,
46530,1452,Superman Returns (2006),Action Adventure Sci-Fi IMAX,,
46572,18191,Edmond (2005),Drama Thriller,,
46574,14474,"OH in Ohio, The (2006)",Comedy,,
46578,773,Little Miss Sunshine (2006),Adventure Comedy Drama,,
46723,1164,Babel (2006),Drama Thriller,,
46850,35199,Wordplay (2006),Documentary,,
46865,9072,Little Man (2006),Comedy,,
46948,9297,Monster House (2006),Animation Children Fantasy Mystery,,
46965,326,Snakes on a Plane (2006),Action Comedy Horror Thriller,,
46967,512,Scoop (2006),Comedy Fantasy Mystery,,
46970,9718,Talladega Nights: The Ballad of Ricky Bobby (2006),Action Comedy,,
46972,1593,Night at the Museum (2006),Action Comedy Fantasy IMAX,,
46974,1852,World Trade Center (2006),Drama,,
46976,1262,Stranger than Fiction (2006),Comedy Drama Fantasy Romance,,
47099,1402,"Pursuit of Happyness, The (2006)",Drama,,
47124,9906,"Ant Bully, The (2006)",Adventure Animation Children Comedy Fantasy IMAX,,
47200,1948,Crank (2006),Action Thriller,,
47261,9782,"Night Listener, The (2006)",Fantasy Mystery Thriller,,
47382,9762,Step Up (2006),Drama Romance,,
47384,14113,Zoom (2006),Adventure Comedy Drama Fantasy,,
47423,7859,Half Nelson (2006),Drama,,
47610,1491,"Illusionist, The (2006)",Drama Fantasy Mystery Romance,,
47629,1165,The Queen (2006),Drama,,
47640,9988,Beerfest (2006),Comedy,,
47646,13816,Idlewild (2006),Crime Drama Musical,,
47793,24055,"Puffy Chair, The (2006)",Drama Romance,,
47894,1116,"Wind That Shakes the Barley, The (2006)",Drama War,,
47937,5072,Severance (2006),Comedy Horror Thriller,,
47952,9954,"Covenant, The (2006)",Action Horror Thriller,,
47978,13075,SherryBaby (2006),Drama,,
47997,7512,Idiocracy (2006),Adventure Comedy Sci-Fi Thriller,,
48043,1381,"Fountain, The (2006)",Drama Fantasy Romance,,
48142,9676,"Black Dahlia, The (2006)",Crime Drama Mystery Thriller,,
48161,9766,Gridiron Gang (2006),Drama,,
48304,1579,Apocalypto (2006),Adventure Drama Thriller,,
48319,9664,Flyboys (2006),Action Adventure Drama War,,
48322,12094,Jackass Number Two (2006),Comedy Documentary,,
48326,1717,All the King's Men (2006),Drama,,
48342,15624,Conversations with Other Women (2005),Comedy Drama Romance,,
48385,496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,,
48394,1417,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama Fantasy Thriller,,
48414,7484,Open Season (2006),Adventure Animation Children Comedy IMAX,,
48416,9842,School for Scoundrels (2006),Comedy Crime,,
48516,1422,"Departed, The (2006)",Crime Drama Thriller,,
48518,10781,"Texas Chainsaw Massacre: The Beginning, The (2006)",Horror Thriller,,
48520,9794,Employee of the Month (2006),Comedy,,
48560,7510,Running With Scissors (2006),Comedy Drama,,
48593,9895,Man of the Year (2006),Comedy Thriller,,
48596,8975,"Marine, The (2006)",Action Drama Thriller,,
48598,9672,Infamous (2006),Drama,,
48678,10070,Feast (2005),Action Comedy Horror Thriller,,
48696,1440,Little Children (2006),Drama Romance,,
48738,1523,"Last King of Scotland, The (2006)",Drama Thriller,,
48744,1378,Shortbus (2006),Comedy Drama Romance,,
48774,9693,Children of Men (2006),Action Adventure Drama Sci-Fi Thriller,,
48780,1124,"Prestige, The (2006)",Drama Mystery Sci-Fi Thriller,,
48783,3683,Flags of Our Fathers (2006),Drama War,,
48877,214,Saw III (2006),Crime Horror Thriller,,
48879,1123,Catch a Fire (2006),Drama Thriller,,
48982,11619,Flushed Away (2006),Animation Comedy,,
48997,1427,Perfume: The Story of a Murderer (2006),Crime Drama Thriller,,
49130,9726,"Good Year, A (2006)",Comedy Drama Romance,,
49220,14799,For Your Consideration (2006),Comedy,,
49272,36557,Casino Royale (2006),Action Adventure Thriller,,
49274,9836,Happy Feet (2006),Adventure Animation Children Comedy IMAX,,
49276,9809,Let's Go to Prison (2006),Comedy,,
49280,10741,Bobby (2006),Drama,,
49286,1581,"Holiday, The (2006)",Comedy Romance,,
49314,7873,Harsh Times (2006),Action Crime Drama,,
49524,2447,"Nativity Story, The (2006)",Drama,,
49530,1372,Blood Diamond (2006),Action Adventure Crime Drama Thriller War,,
49647,9986,Charlotte's Web (2006),Children Comedy Drama Fantasy,,
49649,2486,Eragon (2006),Action Adventure Fantasy,,
49651,1246,Rocky Balboa (2006),Action Drama,,
49666,18615,Fur: An Imaginary Portrait of Diane Arbus (2006),Drama Fantasy Romance,,
49772,14202,"Painted Veil, The (2006)",Drama Romance,,
49793,11170,We Are Marshall (2006),Drama,,
49824,1125,Dreamgirls (2006),Drama Musical,,
49910,1646,Freedom Writers (2007),Drama,,
49957,8618,"History Boys, The (2006)",Comedy Drama,,
49961,1259,Notes on a Scandal (2006),Drama,,
50003,9053,DOA: Dead or Alive (2006),Action Adventure,,
50005,1494,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),Action Drama,,
50064,182,"Good German, The (2006)",Drama Mystery Thriller,,
50068,1251,Letters from Iwo Jima (2006),Drama War,,
50147,9656,Black Christmas (2006),Action Horror Thriller,,
50158,1931,Stomp the Yard (2007),Drama Musical,,
50160,13967,Miss Potter (2006),Drama,,
50601,1265,Bridge to Terabithia (2007),Adventure Children Fantasy,,
50610,14137,Beer League (2006),Comedy,,
50685,10758,Waitress (2007),Comedy Drama Romance,,
50794,7516,Smokin' Aces (2006),Action Crime Drama Thriller,,
50796,10075,Blood and Chocolate (2007),Drama Fantasy Horror Romance,,
50798,9760,Epic Movie (2007),Adventure Comedy,,
50802,1257,Because I Said So (2007),Comedy Drama Romance,,
50804,1248,Hannibal Rising (2007),Drama Horror Thriller,,
50872,2062,Ratatouille (2007),Animation Children Drama,,
50912,2266,"Paris, I Love You (Paris, je t'aime) (2006)",Romance,,
50923,5172,"Astronaut Farmer, The (2007)",Drama,,
51077,1250,Ghost Rider (2007),Action Fantasy Thriller,,
51084,11172,Music and Lyrics (2007),Comedy Romance,,
51086,3594,"Number 23, The (2007)",Drama Mystery Thriller,,
51088,10090,Reno 911!: Miami (2007),Comedy,,
51091,7874,Black Snake Moan (2006),Drama,,
51174,12271,Factory Girl (2006),Drama,,
51255,4638,Hot Fuzz (2007),Action Comedy Crime Mystery,,
51540,1949,Zodiac (2007),Crime Drama Thriller,,
51575,11199,Wild Hogs (2007),Adventure Comedy,,
51662,1271,300 (2007),Action Fantasy War IMAX,,
51709,1255,"Host, The (Gwoemul) (2006)",Comedy Drama Horror Sci-Fi Thriller,,
51834,2977,Becoming Jane (2007),Drama Romance,,
51884,16727,"Namesake, The (2006)",Drama Romance,,
51903,14434,I Think I Love My Wife (2007),Comedy Drama Romance,,
51925,9963,Premonition (2007),Drama Fantasy Mystery Thriller,,
51931,2355,Reign Over Me (2007),Drama,,
51935,7485,Shooter (2007),Action Drama Thriller,,
51937,9793,"Hills Have Eyes II, The (2007)",Horror Thriller,,
51939,1273,TMNT (Teenage Mutant Ninja Turtles) (2007),Action Adventure Animation Children Comedy Fantasy,,
52042,9075,Black Book (Zwartboek) (2006),Drama Thriller War,,
52245,9955,Blades of Glory (2007),Comedy Romance,,
52283,1683,"Reaping, The (2007)",Horror Thriller,,
52328,1272,Sunshine (2007),Adventure Drama Sci-Fi Thriller,,
52375,9903,"Hoax, The (2007)",Crime Drama,,
52458,8271,Disturbia (2007),Drama Thriller,,
52462,13158,Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),Action Adventure Animation Comedy Fantasy Mystery Sci-Fi,,
52668,13067,In the Land of Women (2007),Comedy Drama Romance,,
52694,1268,Mr. Bean's Holiday (2007),Comedy,,
52722,559,Spider-Man 3 (2007),Action Adventure Sci-Fi Thriller IMAX,,
52724,1950,Lucky You (2007),Comedy Drama,,
52952,11798,This Is England (2006),Drama,,
52973,4964,Knocked Up (2007),Comedy Drama Romance,,
52975,2976,Hairspray (2007),Comedy Drama Musical,,
53000,1562,28 Weeks Later (2007),Horror Sci-Fi Thriller,,
53121,810,Shrek the Third (2007),Adventure Animation Children Comedy Fantasy,,
53123,5723,Once (2006),Drama Musical Romance,,
53125,285,Pirates of the Caribbean: At World's End (2007),Action Adventure Comedy Fantasy,,
53322,298,Ocean's Thirteen (2007),Crime Thriller,,
53435,1691,Hostel: Part II (2007),Crime Horror Thriller,,
53460,9408,Surf's Up (2007),Animation Children Comedy,,
53464,1979,Fantastic Four: Rise of the Silver Surfer (2007),Action Adventure Sci-Fi,,
53466,14043,Nancy Drew (2007),Adventure Crime Thriller,,
53468,10288,Fido (2006),Comedy Horror Thriller,,
53550,9952,Rescue Dawn (2006),Action Adventure Drama War,,
53894,2359,Sicko (2007),Documentary Drama,,
53921,1988,"Mighty Heart, A (2007)",Drama Thriller,,
53953,3021,1408 (2007),Drama Horror Thriller,,
53956,2196,Death at a Funeral (2007),Comedy,,
53972,1571,Live Free or Die Hard (2007),Action Adventure Crime Thriller,,
53974,2959,License to Wed (2007),Comedy Romance,,
53993,2698,Evan Almighty (2007),Comedy Fantasy,,
53996,1858,Transformers (2007),Action Sci-Fi Thriller IMAX,,
54001,675,Harry Potter and the Order of the Phoenix (2007),Adventure Drama Fantasy IMAX,,
